date,AAPL_score,AMZN_score,GOOG_score,JPM_score
2024-10-10,,,,0.3295666666666667
2024-10-11,0.15047,0.28332,-0.125,0.114065
2024-10-12,0.19033333333333333,0.09156363636363637,0.1886727272727273,0.09470000000000002
2024-10-13,0.190025,0.25222,0.367775,
2024-10-14,0.2034269230769231,0.3539692307692308,0.15818260869565218,0.22639230769230767
2024-10-15,0.16312608695652173,0.114288,0.08252499999999999,0.1245695652173913
2024-10-16,0.1309391304347826,0.21801944444444443,0.2964142857142857,0.048036363636363634
