date,AAPL,AMZN,GOOG,JPM
2024-10-09,,,,0.1998
2024-10-10,-0.016964285714285713,0.22406521739130436,0.14556249999999998,0.217075
2024-10-11,0.15841666666666665,0.2856944444444445,0.04129545454545455,0.114065
2024-10-12,0.19033333333333333,0.09156363636363637,0.1886727272727273,0.09470000000000002
2024-10-13,0.190025,0.25222,0.367775,
2024-10-14,0.2034269230769231,0.3539692307692308,0.15818260869565218,0.22639230769230767
2024-10-15,0.15632916666666666,0.114288,0.08252499999999999,0.11937916666666666
